page_order,name_ja,zone_name,obtention_desc,attri,positi,lv,GP,TP,kick,body,control,guard,speed,stamina,guts,freedom,h1,h2,h3,h4,name_romanji,body_type,full_ja,kanji_ja,name_en,full_en,id
79-3,ぜんすい,スクラップ広場,"アメリカ
(ガチャ: 黄 )",火,DF,,115,107,42,40,56,39,56,54,53,82,マッドエクスプレス,ジグザグフレイム,どくぎりのじゅつ,たつまきせんぷう,zensui,,ぜんすい みきすけ,善水 樹介,Ellway,Roy Ellway,769
79-4,せんの,コンドル島,ミニバトル,山,GK,,118,100,51,54,59,46,52,56,57,61,ねっけつヘッド,ブレードアタック,かえんほうしゃ,アイスブロック,senno,3,せんの まさあき,煎野 正秋,Pecracker,Chris Pecracker,770
79-5,そうくん,コンドル島,"イタリア
(ガチャ: 赤 )",風,FW,,99,127,62,58,60,60,47,48,59,59,ひゃくれつショット (C),ダブル・ジョー,ヘブンズタイム,クイックドロウ,soukun,,そう もうとく,曹 孟徳,Wang,Quincy Wang,771
79-6,そうさ,ライオコット病院,ミニバトル,火,DF,5,124,94,53,49,50,50,52,49,59,47,イカサマ!,マジック,キラースライド,ライアーショット (LV54),sousa,,そうさ すみおき,宗佐 住起,Wiley,Fox Wiley,772
79-7,そうざい,クジャク島,"アメリカ
(ガチャ: 赤 )",風,GK,,91,128,61,57,56,57,53,56,53,24,トルネードキャッチ,ブレードアタック,シュートポケット,オーロラカーテン,souzai,,そうざい けん,総細 建,Which,Sam Which,773
79-8,そうじ,ジャパン,"ジャパン
(ガチャ: 黄 )",風,FW,,120,106,57,58,57,61,56,56,60,32,たつまきおとし (C),すいせいシュート (L),ムーンサルト,クロスドライブ (C),souji,,ゆかお そうじ,床尾 宗次,Maclean,Pat Maclean,774
79-9,ぞうせん,北海道,人脈システム,火,DF,,116,98,53,56,56,57,48,53,55,53,ホーントレイン (B),ドッペルゲンガー,グレイブストーン,エアライド,zousen,1,つくりふね いくみ,造船 郁海,Nobeard,Olaf Nobeard,775
79-10,そうそう,ヤマネコ島,ミニバトル,林,DF,,109,110,65,54,58,44,54,57,53,26,スーパースキャン,どくぎりのじゅつ,プロファイルゾーン,シューティングスター (B),sousou,,そうそう たけし,曹操 孟,Pathy,Sim Pathy,776
80-1,そうだ,コンドル島,"イタリア
(ガチャ: 赤 )",林,DF,,83,133,62,62,60,59,44,46,60,11,ぶんしんディフェンス,ダッシュアクセル,ウルトラムーン,ドラゴントルネード,souda,,そうだ しきゅう,荘田 子休,Confucia,Connie Fuchsia,777
80-2,そうだん,北東京,"稲妻商店街
(ガチャ:) 黄",山,MF,,122,97,45,54,57,57,56,60,53,34,ダッシュアクセル,スーパーアルマジロ,ラン・ボール・ラン,さばきのてっつい (B),soudan,3,あいはら だん,相原 談,Dance,Guy Dance,778
80-3,そうの,クジャク島,"アメリカ
(ガチャ:) 黄",火,GK,,124,96,54,57,48,47,47,53,54,66,プレッシャーパンチ,フルパワーシールド,フレイムダンス,スーパーしこふみ (B),souno,4,そうの けいいち,僧野 景市,O'Chief,Hank O'Chief,779
80-4,そうめい,北東京,ミニバトル,林,DF,,118,116,57,56,57,56,51,52,56,43,スーパースキャン,くものいと,プロファイルゾーン,かごめかごめ,soumei,,こうみょうじ さとあき,光明寺 聡明,Patten,Monty Patten,780
80-5,そうりょ,ウミガメ島,人脈システム,林,GK,,73,128,50,51,55,83,56,40,28,55,オーロラカーテン,グッドスメル,マタドールフェイント,ふっかつ！,souryo,,そうりょ あんじん,僧侶 安心,Priest,Mary Curey,781
80-6,ソード,クジャク島,Wi-Fi配信,風,FW,,104,111,88,62,36,57,47,57,53,48,シュートフォース,シャインドライブ,シザース・ボム,オーディンソード (C),soーdo,,つるぎ きょうへい,剣 恭平,Spade,Ray Pier,782
80-7,そごう,イギリス,Wi-Fi,山,FW,,107,128,48,50,51,50,59,51,61,43,メテオアタック,マジック,エッフェルドライブ (C),イナズマおとし (B),sogou,1,そごう ほういちろう,十河 法一郎,Trousers,Lennon Trousers,783
80-8,そしき,（パスワード）,"大江戸国際空港
(ガチャ: 黄 )",山,MF,8,123,106,50,67,64,65,65,64,57,15,スーパースキャン V2,ブロックサーカス,リカバリー,オーディンソード (C),soshiki,,ぞくせいが そしき,属性賀 組織,Ellement,Clay Ellement,784
80-9,そだ,北海道,"北海道
(ガチャ: 青 )",火,FW,,122,107,56,63,54,65,61,62,57,35,しこふみ,パトリオットシュート (L),オオウチワ,こんしん!,soda,3,そだ かずのり,曽田 一徳,Danna,Ben Danna,785
80-10,そとやま,ウミガメ島,"ブラジル
(ガチャ: 青 )",山,MF,,121,101,58,56,53,56,39,63,56,28,イリュージョンボール,フリーズショット,かげぬい,たつまきどくぎり,sotoyama,,そとやま ひろき,外山 大樹,Windsor,Tighe Windsor,786
81-1,そのか,北海道,ミニバトル,林,MF,,83,132,50,53,57,57,62,62,54,35,おいろけUP!,デュアルストライク V2,リボンシャワー,ブレードアタック,sonoka,,せいけ そのか,清家 苑香,Doodle,Beth Doodle,787
81-2,そま,ウミヘビ島,"イギリス
(ガチャ:) 赤",山,DF,16,121,88,53,48,51,62,58,65,51,47,どくぎりのじゅつ,ホーントレイン (B),ディフェンスプラス,バーバリアンのたて (B),soma,,そま ゆうき,杣 有基,Spector,Boo Spector,788
81-3,そめおか,-,ストーリー,林,FW,12,122,124,79,60,49,53,51,64,70,20,ドラゴンクラッシュ (C),ワイバーンクラッシュ,ドラゴンスレイヤー (C),ワイバーンブリザード,someoka,,そめおか りゅうご,染岡 竜吾,Kevin,Kevin Dragonfly,789
81-4,そめみや,北海道,"北海道
(ガチャ: 青 )",山,FW,,90,124,36,48,51,42,44,44,48,112,スネークショット (C),すいせいシュート (L),たつまきせんぷう,ペガサスショット (C),somemiya,,そめみや つきか,染宮 月香,Roamer,Elsa Roamer,790
81-5,そらい,イギリス,"イギリス
(ガチャ: 赤 )",火,MF,,120,93,50,39,36,53,60,51,53,83,フーセンガム,ジ・イカロス,たつまきおとし (C),ボルケイノカット (B),sorai,,そらい はるか,天井 遥,Picker,Nat Picker,791
81-6,そらはら,南東京,"大江戸国際空港
(ガチャ: 青レア )",風,GK,8,122,93,56,56,49,62,53,65,55,23,タフネスブロック,ゴールずらし,ブーストグライダー,つなみウォール,sorahara,4,そらはら さそう,空原 誘,Trail,Conor Trail,792
81-7,そんくん,コンドル島,ミニバトル,火,GK,,94,118,65,53,57,63,54,39,53,56,フルパワーシールド,ゴッドハンド,タイガードライブ,ビーストファング,sonkun,,そんけ ちゅうぼう,孫家 仲謀,Bei,Lee Bei,793
