page_order,name_ja,zone_name,obtention_desc,attri,positi,lv,GP,TP,kick,body,control,guard,speed,stamina,guts,freedom,h1,h2,h3,h4,name_romanji,body_type,full_ja,kanji_ja,name_en,full_en,id
51-8,こうこ,ウミガメ島,"ブラジル
(ガチャ: 赤 )",火,DF,,115,92,48,53,57,50,51,57,53,60,たまのりピエロ,フェイクボンバー,ごりむちゅう,ブロックサーカス,kouko,4,こうこ なお,高胡 菜生,Curie,Sal Curie,503
51-9,こうせい,ヤマネコ島,"アルゼンチン
(ガチャ: 赤 )",山,FW,,90,130,44,38,40,52,57,57,52,85,ごりむちゅう,ドラゴンクラッシュ (C),たつまきどくぎり,ワイバーンクラッシュ,kousei,,たいこ こうせい,太古 弘晴,Ontology,Pauly Ontology,504
51-10,こうち,北海道,"北海道
(ガチャ: 黄 )",山,DF,,124,98,40,62,43,66,42,39,39,87,しこふみ,スーパーしこふみ (B),ザ・ウォール (B),メガクェイク,kouchi,4,こうち ゆうし,高知 勇士,Coach,Tosh Coach,505
52-1,こうてつ,愛媛,"関西 愛媛
(ガチャ: 黄 )",火,MF,,99,119,51,52,57,51,55,53,57,54,ザ・ウォール (B),アイアンウォール (B),モグラシャッフル,メガウォール (B),koutetsu,3,こうてつ じょう,鋼鉄 城,Lyath,Gore Lyath,506
52-2,こうどう,ウミヘビ島,"イギリス
(ガチャ: 赤 )",火,GK,,122,96,46,56,55,54,59,57,51,47,むぞくせい,こがらし,フレイムダンス,ばくれつパンチ,koudou,,こうどう しらべ,香堂 調,Toilette,Odo Toilette,507
52-3,こうのみや,ジャパン,"ジャパン
(ガチャ: 赤 )",風,DF,,108,119,56,53,51,54,48,51,51,71,しっぷうダッシュ,どくぎりのじゅつ,ダッシュアクセル,ジャッジスルー,kounomiya,,こうのみや くにたか,香宮 邦貴,Riffeck,Odo Riffeck,508
52-4,こうめい,コンドル島,"イタリアエリア
(ガチャ: 黄 )",林,MF,,92,124,58,51,53,51,60,49,51,54,イカサマ！,クイックドロウ,さばきのてっつい (B),ダブルトルネード (B),koumei,,もろおか こうめい,諸丘 孔明,Muscade,Nat Meg,509
52-5,こうもと,イギリス,"イギリス
(ガチャ: 黄 )",風,MF,,122,94,44,54,51,54,56,42,56,74,どくぎりのじゅつ,たつまきどくぎり,かげぬい,ブロックサーカス,koumoto,,こうもと かおる,香元 薫,Cologne,Odo Cologne,510
52-6,ごうゆう,北東京,"稲妻商店街
(ガチャ: 黄 )",火,MF,,120,95,47,56,55,56,58,61,56,35,ひとりワンツー,オーロラドリブル,フリーズショット,スノーエンジェル,gouyuu,3,ひむろ ごうゆう,氷室 剛勇,Bergman,Bryce Bergman,511
52-7,こうりき,ブラジル,"ブラジル
(ガチャ: 黄 )",林,FW,,122,100,62,59,56,53,54,53,55,19,ひゃくれつショット (C),ひとりワンツー,アサルトシュート (L),イナズマ１ごうおとし,kouriki,4,こうりき ぎいちろう,高力 岐一郎,Boyle,Neville Boyle,512
52-8,こえの,ウミガメ島,"ブラジル
(ガチャ: 赤 )",風,FW,,122,101,47,51,47,54,44,45,44,96,ファントムシュート (C),ワープドライブ,ムーンサルト,ゴッドノウズ,koeno,,こえの りょうすけ,声野 亮介,Fagus,Esau Fagus,513
52-9,ゴーグル,ブラジル,"ブラジル
(ガチャ: 青 )",風,FW,,121,101,59,57,56,58,60,60,60,25,ひとりワンツー,イリュージョンボール,ツナミブースト (L),アサルトシュート (L),goーguru,,ごうだ ぐる,号田 具流,Snap,Claude Snap,514
52-10,コーヒー,ブラジル,"ブラジル
(ガチャ: 赤 )",山,MF,,122,94,56,64,54,63,56,51,56,11,マジック,Ｕ・ボート,ジグザグフレイム,フェイクボンバー,koーhiー,4,こうひ ばん,珈琲 挽,Java,Joe Java,515
53-1,コーヘー,北東京,"稲妻商店街
(ガチャ: 黄 )",火,DF,,114,108,52,51,51,53,53,51,51,65,ドッペルゲンガー,スペースペンギン,スーパースキャン,ぶんしんフェイント,koーheー,4,ほんだ こうへい,本多 康平,Haywood,Ryan Haywood,516
53-2,こおりやま,コンドル島,"イタリア
(ガチャ: 青 )",火,FW,18,117,92,48,51,59,48,53,54,52,73,ターザンキック (C),フリーズショット,ジグザグスパーク,ノーザンインパクト (C),kooriyama,,こおりやま ゆきや,氷山 有起哉,Iceberg,Jools Iceberg,517
53-3,ゴールド,愛媛,人脈システム,林,FW,,130,108,67,60,66,67,45,67,47,14,スピードフォース,ユニコーンブースト (C) (Lv40),ふっかつ！,スーパーノヴァ,goーrudo,1,おうご きんすけ,欧後 欽介,Gold,Finn Geld,518
53-4,こが,セントラル,"ジャパン
(ガチャ: 赤 )",風,MF,,126,91,64,56,57,51,51,53,54,25,モンキーターン,ストライクサンバ,ターザンキック (C),アルマジロサーカス,koga,,こが しどう,古賀 獅童,Popper,Paddy Popper,519
53-5,こがね,奈良,ミニバトル,山,DF,,91,126,49,55,53,51,62,55,55,28,しこふみ,ジャイアントスピン (B),ザ・ウォール (B),ボディシールド,kogane,4,こがね まるお,黄金 丸雄,Hophila,Ant Hophila,520
53-6,ごくう,北東京,"稲妻商店街
(ガチャ: 青 )",火,FW,8,120,93,51,54,51,56,51,51,57,42,モンキーターン,エアライド,クンフーアタック (B),ぶんしんシュート (C),gokuu,,そんご らん,孫吾 乱,Judge,Rufus Judge,521
53-7,ごくき,ウミガメ島,"ブラジル
(ガチャ: 青 )",風,DF,,143,74,83,74,44,42,56,52,57,19,どくぎりのじゅつ,ツナミブースト V3(L),メガロドン,ドッグラン,gokuki,3,めぎじま ごくき,女木島 獄鬼,Marrow,Tommo Marrow,522
53-8,こぐるま,沖縄,"福岡 沖縄
(ガチャ: 青レア )",風,FW,,120,111,53,53,57,57,51,56,57,49,コイルターン,たまのりピエロ,ツインブースト,ぶんしんシュート (C),koguruma,1,こぐるま めぐる,小車 巡,Carr,Troy Carr,523
53-9,こぐれ,-,ストーリー,林,DF,,126,114,44,58,57,63,65,72,50,31,せんぷうじん,うしろのしょうめん,れっぷうダッシュ,ハーヴェスト,kogure,1,こぐれ ゆうや,木暮 夕弥,Scotty,Scott Banyan,524
53-10,ココナ,北東京,ミニバトル,風,DF,5,92,134,62,60,59,63,60,56,60,12,ホーントレイン (B),グッドスメル,ダッシュストーム,Xブラスト,kokona,1,たかだ ここな,高田 心菜,Lovelace,Adelpha Lovelace,525
54-1,ココペリ,Wi-Fi配信,アルゼンチン,山,FW,,118,99,59,61,48,60,48,49,51,62,こうていペンギン２ごう,マジック,ホークショット (B),ぶんしんディフェンス,kokoperi,,ここ へり,此所 縁,Piper,Merry Piper,526
54-2,こさか,クジャク島,"アメリカ
(ガチャ: 黄 )",風,DF,,118,97,52,54,53,53,54,54,56,53,フォトンフラッシュ,しっぷうダッシュ,ホークショット (B),スノーエンジェル,kosaka,,こさか そうろく,古坂 荘六,O'Laugh,Ryan O'Laugh,527
54-3,こしが,北東京,人脈システム,火,MF,,94,120,62,62,43,39,42,39,42,96,カンガルーキック,ターザンキック (C),ブレードアタック,ドこんじょうキャッチ,koshiga,1,こしが てつあき,越賀 鉄昂,Hazbin,Falah Hazbin,528
54-4,こじか,大阪,"関西 愛媛
(ガチャ: 黄 )",山,FW,,120,93,50,54,55,54,65,53,56,23,ネバーギブアップ,コロドラシュート,イリュージョンボール,イナズマおとし (B),kojika,1,こじか しんや,子鹿 森也,Shakin,Bambis Shakin,529
54-5,こしき,ヤマネコ島,"アルゼンチン
(ガチャ: 黄 )",山,GK,,99,127,37,39,59,42,56,54,58,80,がくしゅう,オーロラカーテン,サイクロン,ムゲン・ザ・ハンド,koshiki,1,こしき ひろし,古式 博嗣,Burrows,Monty Burrows,530
54-6,ごしょ,北東京,人脈システム,火,GK,,106,116,53,51,51,65,51,51,51,55,ドこんじょうキャッチ,タフネスブロック,アイスグランド,イジゲン・ザ・ハンド,gosho,3,ごしょ りょうた,五所 涼太,Stony,Paul Kerface,531
54-7,ゴショウ,ウミヘビ島,"イギリス
(ガチャ: 赤 )",火,MF,,124,103,62,56,57,59,62,57,56,23,みんなイケイケ!,フーセンガム,フェイクボンバー,ホエ－ルガード (LV55),goshou,,ごせき なおき,後関 尚生,Dyers,August Dyers,532
54-8,ごず,ウミヘビ島,ミニバトル,山,DF,,122,97,56,56,52,53,55,60,53,39,ホーントレイン (B),グレネードショット,サイクロン,マッドエクスプレス,gozu,,ごず ちゅうた,牛頭 忠太,Horne,Bos Horne,533
54-9,こぜき,コンドル島,ミニバトル,林,FW,,137,97,59,51,51,59,50,59,55,38,コロドラシュート,たまのりピエロ,ぶんしんフェイント,ドラゴンキャノン (B),kozeki,1,こぜき るい,小関 塁,Dioset,Ray Dioset,534
54-10,こだま,北東京,"稲妻商店街
(ガチャ: 青 )",山,FW,8,93,129,47,54,51,53,60,59,57,34,たまのりピエロ,ツインブースト,ホエールガード,アストロゲート (C),kodama,,こだま しんすけ,小玉 信輔,Stone,Sylver Stone,535
55-1,こてがわ,沖縄,"福岡 沖縄
(ガチャ: 黄レア )",林,MF,14,94,112,60,57,56,65,42,60,51,24,イリュージョンボール,まぼろしドリブル,シューティングスター (B),ブラックホール,kotegawa,,こてがわ れん,小手川 練,Glover,Chris Glover,536
55-2,こでら,アメリカ,"アメリカ
(ガチャ: 青 )",林,DF,,126,100,53,58,65,51,57,57,60,32,たつまきせんぷう,イリュージョンボール,フレイムダンス,せんぷうじん (B),kodera,,こでら つねゆき,小寺 恒之,Hoofer,Stu Hoofer,537
55-3,コトちゃん,ジャパン,"ジャパン
(ガチャ: 黄 )",火,FW,,94,129,58,52,48,50,50,52,54,48,たまのりピエロ,あびせげり (C),クルクルヘッド (C),ドラゴンキャノン (B),kotochan,,ことひき ふじこ,琴弾 富士子,daKoto,Strama daKoto,538
55-4,ことは,コンドル島,"イタリア
(ガチャ: 青 )",風,MF,,99,132,46,56,56,50,56,57,54,65,スーパースキャン,フリーズショット,ブレードアタック,まぼろしドリブル,kotoha,,ますぎ ことは,真杉 琴羽,Soliz,Verity Soliz,539
55-5,ことぶき,大阪,"関西 愛媛
(ガチャ: 青 )",林,FW,,120,102,60,58,58,56,57,59,56,20,スーパーアルマジロ,つちだるま (C),バックトルネード (B),メガロドン,kotobuki,4,ことぶき たろう,寿 太郎,Abbey,Wes Abbey,540
55-6,こながわ,ウミガメ島,"ブラジル
(ガチャ: 黄 )",火,MF,,122,97,44,57,51,56,65,63,56,35,ごりむちゅう,クルクルヘッド (C),くものいと,ぶんしんフェイント,konagawa,,こながわ のぶ,粉川 悦,Sadow,Pete Sadow,541
55-7,こにし,ウミガメ島,"ブラジル
(ガチャ: 赤 )",林,FW,,94,120,45,51,57,54,58,62,56,35,ネバーギブアップ,ムーンサルト,クロスドライブ (C),デュアルストライク,konishi,,こにし つとむ,小西 務,Makegood,Jim Makegood,542
55-8,こばな,セントラル,ミニバトル,風,FW,,120,93,52,53,50,56,58,45,50,57,モグラフェイント,モグラシャッフル,ドラゴングランド,フレイムダンス,kobana,,こばな なおかげ,小塙 直影,Boreham,Springer Boreham,543
55-9,こばやし,北東京,"稲妻商店街
(ガチャ: 青 )",風,GK,,120,99,54,51,53,48,52,52,54,64,ロケットこぶし,フレイムダンス,ぶんしんフェイント,ダブルロケット,kobayashi,,こばやし そう,小林 操,Ottman,Rob Ottman,544
55-10,こひら,北東京,"稲妻商店街
(ガチャ: 赤 )",風,DF,8,120,113,51,57,54,62,57,57,51,36,アイスグランド,ジグザグフレイム,かげぬい,サイクロン,kohira,,こひら だん,小平 暖,Crochett,Tim Crochett,545
56-1,ごぼう,アルゼンチン,"アルゼンチン
(ガチャ: 青レア )",火,GK,,117,109,46,51,56,44,51,57,51,82,プレッシャーパンチ,ドこんじょうキャッチ,ドこんじょうバット (B),ドこんじょうクラブ (L),gobou,,ごぼう けんと,御坊 研人,Grimes,Pete Grimes,546
56-2,こまがた,コトアール,"コトアール
(ガチャ: 赤 )",風,GK,,122,115,53,51,44,61,50,45,50,80,まきわりチョップ,ガラティーン,パワーチャージ,ドリルスマッシャー,komagata,,こまがた やすし,駒形 要志,Carver,Bishop Carver,547
56-3,こまつ,クジャク島,"アメリカ
(ガチャ: 青 )",火,FW,,120,98,56,57,62,57,57,56,59,36,あびせげり (C),ダークトルネード (B),トカチェフボンバー (C),アイアンウォール (B),komatsu,,こまつ しとし,小松 四十四,Hardcasel,Griff Hardcasel,548
56-4,こままめ,アルゼンチン,ミニバトル,火,FW,,122,108,51,57,58,60,60,63,56,41,コロドラシュート,ネバーギブアップ,クンフーアタック (B),アサルトシュート (L),komamame,1,こまこみ まめた,駒込 豆太,Verence,Percy Verence,549
56-5,ごみ,ウミガメ島,"ブラジル
(ガチャ: 青 )",風,GK,,122,118,45,65,47,65,45,42,44,75,ゴッドハンド,グラビテイション (B),ばくれつパンチ,エコーボール,gomi,,ごみ かずき,五味 一樹,Keyes,Django Keyes,550
56-6,こやま,南東京,"大江戸国際空港
(ガチャ: 黄 )",林,FW,,98,122,46,55,59,51,51,51,54,52,つちだるま (C),トカチェフボンバー (C),ぶんしんフェイント,リフレクトバスター,koyama,,こやま ちえり,小山 千枝里,Hogland,Erica Hogland,551
56-7,こより,イギリス,"イギリス
(ガチャ: 青 )",風,MF,,89,132,53,59,46,62,51,59,53,25,マジック,イリュージョンボール 改,クロスドライブ (Lv25),リボンシャワー (Lv52),koyori,,みちはら こより,道原 小夜,Garmer,Aurie Garmer,552
56-8,コロ,北海道,"北海道
(ガチャ: 赤 )",風,FW,,107,120,56,57,51,53,55,57,57,35,ドラゴンクラッシュ (C),レインボーループ (L),シャインドライブ,ほのおのかざみどり (L),koro,,ころ やすひさ,比路 保久,Divide,Joe Divide,553
56-9,こんごう,京都,"関西 愛媛
(ガチャ: 青 )",林,GK,,119,103,65,58,58,66,44,65,59,35,キラーブレード,ロケットこぶし,ウェルカムバック,ダブルロケット,kongou,,こんごう あらた,金剛 新,Nomates,Billy Nomates,554
56-10,こんじき,福岡,"福岡 沖縄
(ガチャ: 青 )",風,GK,14,99,130,57,55,56,59,48,58,57,34,パワーシールド,ねっけつヘッド,オーロラカーテン,ガラティーン,konjiki,4,こんじき しょうしち,金色 庄七,Dachy,Coe Dachy,555
57-1,こんどう,大阪,"関西 愛媛
(ガチャ: 赤 )",山,FW,,125,92,57,56,36,57,54,58,53,62,スーパーアルマジロ,モグラフェイント,シザース・ボム,ドラゴングランド,kondou,4,こんどう いさお,近藤 勇夫,Biggins,Chaz Biggins,556
57-2,こんぺいと,南東京,ミニバトル,風,DF,5,120,109,53,47,48,56,65,56,60,32,ブレードアタック,サイクロン,ダブルサイクロン,ハリケーンアロー,konpeito,1,こんぺ とうま,近辺 十馬,Decker,Balt Decker,557
